"query_id","accession","title","organism","description","url","search_date","source_db"
"ENA_Q1","PRJEB81554","Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project","","Study investigates functional contributions of human microbiome in Alzheimer's disease mouse models, examining gut-microbiome-brain connections relevant to autism and neurodegeneration.","https://www.ebi.ac.uk/ena/browser/view/PRJEB81554","2026-04-02","ena"
"ENA_Q1","PRJDB10011","Gut microbiota of 14 mice","mouse gut metagenome","Feces samples of 14 mice (7 wild-type and 7 autism model) were collected. The 16S rRNA gene hypervariable V1-V2 regions were PCR-amplified and multiplexed amplicon pyrosequencing was carried out.","https://www.ebi.ac.uk/ena/browser/view/PRJDB10011","2026-04-02","ena"
"ENA_Q1","PRJDB15271","The Gut Microbiota Regulates Autism-like Behavior by Mediating Synaptic Loss and Microbiota-Derived Metabolite in CLC4 KO mice","mouse gut metagenome","Study reveals the gut microbiota plays a key role in regulating synaptic loss and metabolites that induce autism-like behavior in CLC4 knock-out mice.","https://www.ebi.ac.uk/ena/browser/view/PRJDB15271","2026-04-02","ena"
"ENA_Q1","PRJDB36519","The Mechanistic Study of Exercise Amelioration of Autism through Vagus Nerve-Mediated Gut-Brain Axis Pathway","rat gut metagenome","Study uses voluntary running wheel exercise intervention and short chain fatty acid supplementation with vagotomy to determine if alterations of SCFAs modulate central neurotransmitter function via vagal pathway in rats with autism.","https://www.ebi.ac.uk/ena/browser/view/PRJDB36519","2026-04-02","ena"
"ENA_Q1","PRJDB38329","Construction and Applications of Synthetic Gut Microbiota","human gut metagenome","Study examines gut microbiota of individuals with autism, anxiety and depression through multi-omics approaches to engineer functional replacement microbiota and validate through animal models.","https://www.ebi.ac.uk/ena/browser/view/PRJDB38329","2026-04-02","ena"
"ENA_Q1","PRJDB37625","Isolation and genetic analysis of a gut bacterial strain with high GABA production capacity","Enterococcus gallinarum","Investigation of GABA-producing bacteria role in gut-brain axis function relevant to ASD pathophysiology. Identified Enterococcus gallinarum as high GABA producer.","https://www.ebi.ac.uk/ena/browser/view/PRJDB37625","2026-04-02","ena"
"ENA_Q1","PRJNA168470","Human Intestinal Microbial Ecology and its Relationship to Autism","human gut metagenome","Early study investigating the relationship between human intestinal microbial ecology and autism.","https://www.ebi.ac.uk/ena/browser/view/PRJNA168470","2026-04-02","ena"
"ENA_Q1","PRJNA243592","Gut microbiome metabolites alter genomic networks in PC12 cells relevant to autism spectrum disorders","Rattus norvegicus","Gut microbiome metabolites alter genomic networks in PC12 cells relevant to autism spectrum disorders.","https://www.ebi.ac.uk/ena/browser/view/PRJNA243592","2026-04-02","ena"
"ENA_Q1","PRJNA355023","Gut microbial dysbiosis in Indian children with Autistic spectrum disorders","","Compares fecal microbiota in Indian autistic vs. healthy children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA355023","2026-04-02","ena"
"ENA_Q1","PRJNA355083","Gut microbiota signature in RETT syndrome","human gut metagenome","Gut microbiota characterization in Rett syndrome with relevance to autism spectrum.","https://www.ebi.ac.uk/ena/browser/view/PRJNA355083","2026-04-02","ena"
"ENA_Q1","PRJNA362482","gut metagenome Metagenome","gut metagenome","Refractory epilepsy microbiota alterations with links to autism.","https://www.ebi.ac.uk/ena/browser/view/PRJNA362482","2026-04-02","ena"
"ENA_Q1","PRJNA362687","Oral microbial changes in ASD children","oral metagenome","Project characterizing oral microbiome characteristics in autistic children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA362687","2026-04-02","ena"
"ENA_Q1","PRJNA431279","Mouse colon contents, colonized with human fecal samples (TD or ASD) Raw sequence reads","mouse gut metagenome","Germ-free mouse colonization study using fecal microbiota from typically-developing and ASD children, revealing microbiome-induced behavioral changes including altered sociability and stereotypies.","https://www.ebi.ac.uk/ena/browser/view/PRJNA431279","2026-04-02","ena"
"ENA_Q1","PRJNA432094","Gut Microbiota from Human Autism Spectrum Disorder Induces Behavioral Deficits in Mice","","Transplantation of human ASD gut microbiota into germ-free mice induces behavioral deficits.","https://www.ebi.ac.uk/ena/browser/view/PRJNA432094","2026-04-02","ena"
"ENA_Q1","PRJNA436440","Metagenome Analysis of Human Gut Microbiome and its Prospective Influence in Autism","human gut metagenome","Gut Microbiome analysis in autism context.","https://www.ebi.ac.uk/ena/browser/view/PRJNA436440","2026-04-02","ena"
"ENA_Q1","PRJNA451479","Metagenomic sequencing of gut microbiota associated with autism spectrum disorders patients","feces metagenome","Metagenomic sequencing data comparing gut microbiota of 30 ASD patients with 30 healthy volunteers.","https://www.ebi.ac.uk/ena/browser/view/PRJNA451479","2026-04-02","ena"
"ENA_Q1","PRJNA453621","Gut microbiota analysis associated with autism spectrum disorders [16S rRNA]","feces metagenome","Analysis of 1322 OTUs in 143 ASD patients and 143 healthy controls showing elevated Firmicutes, Proteobacteria, Actinobacteria and decreased Bacteroidetes via V4 16S rRNA.","https://www.ebi.ac.uk/ena/browser/view/PRJNA453621","2026-04-02","ena"
"ENA_Q1","PRJNA453840","Metagenomic sequencing and 16S rRNA sequence of gut microbiota associated with autism spectrum disorders patients","","SuperSeries composed of SubSeries for metagenomic and 16S sequencing of ASD gut microbiota.","https://www.ebi.ac.uk/ena/browser/view/PRJNA453840","2026-04-02","ena"
"ENA_Q1","PRJNA516054","Whole metagenomic analysis of the enteric microbiota in children with autism spectrum disorder","human gut metagenome","Gut metagenomes isolated from children with ASD and control group identifying marker gene compositions.","https://www.ebi.ac.uk/ena/browser/view/PRJNA516054","2026-04-02","ena"
"ENA_Q1","PRJNA518760","microbial diversity in the saliva of ASD children- part II","human saliva metagenome","Reports microbiome dysregulations in the saliva of ASD children associated with cognitive impairment and circulating miRNA cross-talking.","https://www.ebi.ac.uk/ena/browser/view/PRJNA518760","2026-04-02","ena"
"ENA_Q1","PRJNA529463","Microbiome analysis of probiotic treatment in MIA ferrets","","Probiotic mechanisms in maternal immune activation ferret model.","https://www.ebi.ac.uk/ena/browser/view/PRJNA529463","2026-04-02","ena"
"ENA_Q1","PRJNA529598","Microbiota Transfer Therapy alters gut ecosystem and improves gastrointestinal and autism symptoms","","Open-label FMT study with 18-week tracking and 2-year follow-up showing improvements in GI and autism symptoms.","https://www.ebi.ac.uk/ena/browser/view/PRJNA529598","2026-04-02","ena"
"ENA_Q1","PRJNA530620","Autistic Symptoms and Gut Microbiota between Two Subgroups of ASD Children Based on gamma-delta T cells-derived IFN-gamma levels","","Compared autism severity and microbiota profiles between gamma-delta T-cell defined subgroups.","https://www.ebi.ac.uk/ena/browser/view/PRJNA530620","2026-04-02","ena"
"ENA_Q1","PRJNA559058","The oral microbiome of ASD mother-child pairs and healthy mother-child pairs","","Oral microbiome study involving 57 ASD children and mothers, plus 26 matched healthy child-mother pairs recruited in Shandong, China.","https://www.ebi.ac.uk/ena/browser/view/PRJNA559058","2026-04-02","ena"
"ENA_Q1","PRJNA589343","The gut microbiota changes in Chinese children with autism spectrum disorders","","Gut microbiota characterization in Chinese ASD children showing altered microbial composition.","https://www.ebi.ac.uk/ena/browser/view/PRJNA589343","2026-04-02","ena"
"ENA_Q1","PRJNA592843","Therapeutic effects of the in vitro cultured human gut microbiota as transplants on altering gut microbiota and improving symptoms associated with autism spectrum disorder","","Examines therapeutic potential of cultured human gut microbiota transplantation for modifying microbiota composition and ameliorating ASD symptoms.","https://www.ebi.ac.uk/ena/browser/view/PRJNA592843","2026-04-02","ena"
"ENA_Q1","PRJNA599249","Gut microbiota of ASD children","","Probiotics and fructo-oligosaccharide intervention modulating gut microbiome state in children with ASD.","https://www.ebi.ac.uk/ena/browser/view/PRJNA599249","2026-04-02","ena"
"ENA_Q1","PRJNA615774","gut microbiota in children with autism spectrum disorder accompanied with sleep disorder","","Investigation of gut microbiota in ASD children with comorbid sleep disorders.","https://www.ebi.ac.uk/ena/browser/view/PRJNA615774","2026-04-02","ena"
"ENA_Q1","PRJNA624252","16S rRNA gene sequence of autism spectrum disorder children","","16S rRNA gene sequencing of ASD children's gut microbiota.","https://www.ebi.ac.uk/ena/browser/view/PRJNA624252","2026-04-02","ena"
"ENA_Q1","PRJNA639900","Fungi, Friend or Foe? A Mycobiome Evaluation in Children with Autism and Gastrointestinal Symptoms","","Mycobiome characterization in ASD children with gastrointestinal symptoms.","https://www.ebi.ac.uk/ena/browser/view/PRJNA639900","2026-04-02","ena"
"ENA_Q1","PRJNA642975","16s rRNA amplicon sequencing of fecal samples from Chinese children with autism spectrum disorder","","Gut microbiota characterization in Chinese ASD children identifying differentially abundant taxa associated with inflammatory responses.","https://www.ebi.ac.uk/ena/browser/view/PRJNA642975","2026-04-02","ena"
"ENA_Q1","PRJNA644730","human gut metagenome Raw sequence reads","human gut metagenome","Examines gut microbial alterations in 76 ASD children/mothers versus 47 healthy controls via V3-V4 16S rRNA gene sequencing.","https://www.ebi.ac.uk/ena/browser/view/PRJNA644730","2026-04-02","ena"
"ENA_Q1","PRJNA644763","Study on the gut microbiota in autism children and their mothers","human gut metagenome","16S rRNA sequencing of gut microbiota in autism children and their mothers.","https://www.ebi.ac.uk/ena/browser/view/PRJNA644763","2026-04-02","ena"
"ENA_Q1","PRJNA675093","Fecal microbiome of children with autism spectrum disorder following probiotic and oxytocin supplementation","","Effects of combined probiotic and intranasal oxytocin supplementation on ASD fecal microbiome.","https://www.ebi.ac.uk/ena/browser/view/PRJNA675093","2026-04-02","ena"
"ENA_Q1","PRJNA687773","Fecal microbiome of children with autism spectrum disorder, their mothers, and healthy children","","16S rRNA amplicon sequencing of fecal samples from Chinese ASD children, mothers, and healthy controls.","https://www.ebi.ac.uk/ena/browser/view/PRJNA687773","2026-04-02","ena"
"ENA_Q1","PRJNA691555","Tongue microbiome associated with autism","","V1-V3 16S rRNA sequencing of tongue samples from 25 autism cases and 38 healthy controls.","https://www.ebi.ac.uk/ena/browser/view/PRJNA691555","2026-04-02","ena"
"ENA_Q1","PRJNA701402","Children with Attention-Deficit Hyperactivity Disorder or Autism spectrum disorder have distinct and shared microbiota compositions","human gut metagenome","V4 16S rRNA amplicon sequencing from fecal samples comparing ADHD, ASD, comorbid ADHD/ASD, and control children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA701402","2026-04-02","ena"
"ENA_Q1","PRJNA708345","Autism-Associated Variant in the SLC6A3 Gene Alters the Oral Microbiome and Metabolism in a Murine Model","","Oral microbiome alteration in murine model with ASD-associated SLC6A3 variant.","https://www.ebi.ac.uk/ena/browser/view/PRJNA708345","2026-04-02","ena"
"ENA_Q1","PRJNA713927","Altered gut microbiome and autism-like behavior are associated with parental high salt diet in male mice","","Parental high salt diet effects on offspring gut microbiome and autism-like behavior in mice.","https://www.ebi.ac.uk/ena/browser/view/PRJNA713927","2026-04-02","ena"
"ENA_Q1","PRJNA715668","human gut metagenome Targeted Locus (Loci)","human gut metagenome","Paternal microbiota analysis in autism families.","https://www.ebi.ac.uk/ena/browser/view/PRJNA715668","2026-04-02","ena"
"ENA_Q1","PRJNA724745","16SrRNA from gut-microbiota of a mouse orally exposed to p-Cresol through drinkwater","mouse gut metagenome","Tests whether p-Cresol induces autism-like behavior via microbiota dysbiosis in mice.","https://www.ebi.ac.uk/ena/browser/view/PRJNA724745","2026-04-02","ena"
"ENA_Q1","PRJNA739812","mouse gut metagenome Metagenome","mouse gut metagenome","Triclosan-induced ASD mouse model treated with L. plantarum ST-III probiotic to assess microbiota and behavioral modifications.","https://www.ebi.ac.uk/ena/browser/view/PRJNA739812","2026-04-02","ena"
"ENA_Q1","PRJNA744027","China ASD Children gut microbiota 16S sequencing","","Washed microbiota transplantation and 16S sequencing to explore dysbiosis-ASD relationships in Chinese children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA744027","2026-04-02","ena"
"ENA_Q1","PRJNA746094","Multi-omics signature of Autism Spectral Disorder reveals novel microbial macromolecules","","Multi-omics approach revealing novel microbial macromolecules in ASD.","https://www.ebi.ac.uk/ena/browser/view/PRJNA746094","2026-04-02","ena"
"ENA_Q1","PRJNA746736","16S rRNA gene sequence analysis of mice","","Cow's milk allergy-induced autism-like behavior via mTOR pathway with microbiota analysis.","https://www.ebi.ac.uk/ena/browser/view/PRJNA746736","2026-04-02","ena"
"ENA_Q1","PRJNA747052","Microbial community sequencing and host transcripts sequencing in the Shank3 mouse model of autism spectrum disorder","","Zinc diet effects on Shank3 knockout microbiota and behavior.","https://www.ebi.ac.uk/ena/browser/view/PRJNA747052","2026-04-02","ena"
"ENA_Q1","PRJNA754695","Gut microbiota profile in Autism Spectrum Disorders patients","","Bacterial 16S rRNA metagenomic analysis of fecal samples via Illumina MiSeq in ASD children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA754695","2026-04-02","ena"
"ENA_Q1","PRJNA758217","the effect and mechanism of fecal bacteria transplantation on Autistic Spectrum Disorder","","Clinical trial using 16S rRNA sequencing to evaluate FMT effects on GI and ASD symptoms and microbiota alterations in children with autism.","https://www.ebi.ac.uk/ena/browser/view/PRJNA758217","2026-04-02","ena"
"ENA_Q1","PRJNA764443","Shotgun metagenomic sequencing in the Shank3 mouse model of autism spectrum disorder","","Shotgun metagenomic data from faecal and ileum samples of the Shank3B-/- mouse model.","https://www.ebi.ac.uk/ena/browser/view/PRJNA764443","2026-04-02","ena"
"ENA_Q1","PRJNA769228","Gut microbial profile is associated with the severity of social impairment and IQ performance in children with autism spectrum disorders","","Gut microbial profile correlated with social impairment severity and IQ in ASD children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA769228","2026-04-02","ena"
"ENA_Q1","PRJNA782533","Metagenomic study of the gut microbiome associated with autism spectrum disorders and their potential change after Microbiota Transfer Therapy","","Shotgun metagenomics of children with autism and potential changes after microbiota transfer therapy.","https://www.ebi.ac.uk/ena/browser/view/PRJNA782533","2026-04-02","ena"
"ENA_Q1","PRJNA786259","Homo sapiens Raw sequence reads","Homo sapiens","Explores microbiota changes and FMT effects in autism patients.","https://www.ebi.ac.uk/ena/browser/view/PRJNA786259","2026-04-02","ena"
"ENA_Q1","PRJNA789567","Faecal microbial transfer in the Shank3B mouse model of autism spectrum disorder","","Faecal microbial transplantation in Shank3B ASD mouse model to assess behavioral and microbial changes.","https://www.ebi.ac.uk/ena/browser/view/PRJNA789567","2026-04-02","ena"
"ENA_Q1","PRJNA801712","The role of probiotics in children with autism spectrum disorders","human gut metagenome","Randomized controlled trial of probiotic supplementation effects on microbiota balance and ASD symptoms in 160 children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA801712","2026-04-02","ena"
"ENA_Q1","PRJNA813424","microbiome, mycobiome and sncRNAs of children with autism spectrum disorders","","Omics investigation of microbiome, mycobiome, and small non-coding RNAs in autistic children revealing dysregulated transcriptional modulators.","https://www.ebi.ac.uk/ena/browser/view/PRJNA813424","2026-04-02","ena"
"ENA_Q1","PRJNA814201","Analysis of small ncRNAs in stool samples from ASD patients","Homo sapiens","Comparative analysis of fecal microbiome, mycobiome, and non-coding RNAs from autistic children versus neurotypical controls.","https://www.ebi.ac.uk/ena/browser/view/PRJNA814201","2026-04-02","ena"
"ENA_Q1","PRJNA815491","A preliminary investigation on the relationship between gut microbiota and gene expressions in peripheral mononuclear cells of infants with autism spectrum disorders","","Analyzes association between altered microbiota and ASD development in infants.","https://www.ebi.ac.uk/ena/browser/view/PRJNA815491","2026-04-02","ena"
"ENA_Q1","PRJNA837206","Melatonin and autism","","Melatonin effects on autism mouse model microbiota.","https://www.ebi.ac.uk/ena/browser/view/PRJNA837206","2026-04-02","ena"
"ENA_Q1","PRJNA842719","16S rRNA-seq of gut microbiota from fetal alcohol spectrum disorders (FASD) mice","","Gut microbiome profiling as biomarker for lipid dysregulation and brain pathology in FASD models with relevance to ASD.","https://www.ebi.ac.uk/ena/browser/view/PRJNA842719","2026-04-02","ena"
"ENA_Q1","PRJNA845014","gut microbiota in autism Raw sequence reads","","Gut microbiota sequencing data from autism patients.","https://www.ebi.ac.uk/ena/browser/view/PRJNA845014","2026-04-02","ena"
"ENA_Q1","PRJNA854167","Impact of OMEGA-3 nutrition on stool microbiome of autistic mice","","Omega-3 lipid nutrition effects on ASD mouse microbiota.","https://www.ebi.ac.uk/ena/browser/view/PRJNA854167","2026-04-02","ena"
"ENA_Q1","PRJNA857187","Microbiota-Indole 3-Propionic Acid-Brain Axis Mediates Abnormal Synaptic Pruning of Hippocampal Microglia and Susceptibility to ASD in IUGR Offsprings","","IPA/AHR/NF-kB signaling pathway in intrauterine growth retardation-induced ASD susceptibility.","https://www.ebi.ac.uk/ena/browser/view/PRJNA857187","2026-04-02","ena"
"ENA_Q1","PRJNA910918","ASD patients gut metagenome 1st set of sample Metagenome","human gut metagenome","16S rRNA gene amplified using metagenomics technique from autistic and control children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA910918","2026-04-02","ena"
"ENA_Q1","PRJNA915328","Human Gut Microbiota from Autism Change the behavior of honeybees","","Transplanting human ASD gut microbiota into honeybees to study behavioral changes.","https://www.ebi.ac.uk/ena/browser/view/PRJNA915328","2026-04-02","ena"
"ENA_Q1","PRJNA917543","Analysis of gut microbiota profiles and their associations in children with autism spectrum disorders in Bangladesh","","Gut microbiota profiling in Bangladeshi ASD children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA917543","2026-04-02","ena"
"ENA_Q1","PRJNA928241","Gut microbiome of autism spectrum disorder's patients in Thailand","human gut metagenome","Thai ASD patient microbiota characterization.","https://www.ebi.ac.uk/ena/browser/view/PRJNA928241","2026-04-02","ena"
"ENA_Q1","PRJNA932561","autistic children Raw sequence reads","Homo sapiens","16S sequencing data from children with autism and normal controls.","https://www.ebi.ac.uk/ena/browser/view/PRJNA932561","2026-04-02","ena"
"ENA_Q1","PRJNA938142","Acetate supplementation rescues social deficits and alters transcriptional regulation in prefrontal cortex of Shank3 deficient mice","Mus musculus","Acetate metabolite supplementation in Shank3KO mice rescuing social behavior.","https://www.ebi.ac.uk/ena/browser/view/PRJNA938142","2026-04-02","ena"
"ENA_Q1","PRJNA941891","16S amplicon data for pediatric ASD patients receiving probiotic intervention with VISBIOME","human gut metagenome","Bacterial community profiling via 16S amplicon sequencing in autism patients undergoing probiotic therapy.","https://www.ebi.ac.uk/ena/browser/view/PRJNA941891","2026-04-02","ena"
"ENA_Q1","PRJNA943687","Faecal metagenome of children with autism spectrum disorder and children that are neurotypical","human feces metagenome","Large metagenomic dataset from Hong Kong comparing ASD and neurotypical children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA943687","2026-04-02","ena"
"ENA_Q1","PRJNA952791","Microbiota of ASD and neurotypical human and humanized-mouse fecal samples","","16S rRNA reads from individuals with autism, family members, and colonized germ-free mice.","https://www.ebi.ac.uk/ena/browser/view/PRJNA952791","2026-04-02","ena"
"ENA_Q1","PRJNA953169","Gut microbiota and metabolomics in child with autism spectrum disorder","","Fecal 16S rRNA sequencing and bioinformatics analysis assessing gut microbiota in ASD children from southeastern coastal China.","https://www.ebi.ac.uk/ena/browser/view/PRJNA953169","2026-04-02","ena"
"ENA_Q1","PRJNA972634","Human feces Raw sequence reads","human feces metagenome","Characterizing the gut-DNA virome community composition in children with autism spectrum disorder.","https://www.ebi.ac.uk/ena/browser/view/PRJNA972634","2026-04-02","ena"
"ENA_Q1","PRJNA988151","Nutrition and gut microbiota in Autism Spectrum Disorder children","","Cross-sectional study analyzing dietary intake, nutritional status, sensory profiles, and 16S rRNA gut microbiota in 35 ASD and 30 typically developing children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA988151","2026-04-02","ena"
"ENA_Q1","PRJNA1018541","Therapeutic efficacy of Sulforaphane in autism spectrum disorders and its association with gut microbiota","","Sulforaphane treatment effects on ASD symptoms and gut microbiota composition.","https://www.ebi.ac.uk/ena/browser/view/PRJNA1018541","2026-04-02","ena"
"ENA_Q1","PRJNA1018910","Therapeutic efficacy of Sulforaphane in autism spectrum disorders and its association with gut microbiota","","Sulforaphane ASD gut microbiota study (related dataset).","https://www.ebi.ac.uk/ena/browser/view/PRJNA1018910","2026-04-02","ena"
"ENA_Q1","PRJNA1037036","human stool sample","","Metagenomics data for pediatric ASD children and neurotypical children.","https://www.ebi.ac.uk/ena/browser/view/PRJNA1037036","2026-04-02","ena"
